time,intensifier_fraction,personal_fraction,iqv,entropy,counts,lexical_density
1180596392,0.9999999999999999,0,0.9999999999999999,2.584962500721156,6,0.8333333333333333
1181805992,1.0,0,1.0,1.584962500721156,3,1.0
1182410792,1.0,0,0.8888888888888888,0.9182958340544896,3,1.0
1189668392,1.0,0,0,-0.0,1,1.0
1190273192,1.0,0,1.0,1.0,2,1.0
1190877992,1.0,0,0.984375,3.084962500721156,12,1.0
1191482792,1.0,0,1.0,1.0,2,1.0
1195111592,1.0,0,1.0,3.0,8,1.0
1195716392,1.0000000000000002,0,0.9860056709046007,3.6855672020241244,29,1.0000000000000002
1196925992,0.9999999999999999,0,1.0,3.321928094887362,10,0.9999999999999999
1197530792,0.9999999999999998,0,1.0000000000000002,2.8073549220576046,7,0.9999999999999998
1200554792,1.0,0,0,-0.0,1,1.0
1203578792,1.0,0,0,-0.0,1,1.0
1204788392,1.0,0,0,-0.0,1,1.0
1205393192,1.0,0,0,-0.0,2,1.0
1205997992,1.0,0,0.9375,1.5,4,1.0
1206602792,1.0,0,1.0,1.584962500721156,3,1.0
1207207592,0.9848484848484842,0.08333333333333334,0.995273591530276,6.197813771162585,132,0.48484848484848453
1207812392,1.0,0,1.0,1.0,2,1.0
1211441192,1.0,0,0,-0.0,1,1.0
1216884392,0.9999999999999999,0,1.0,3.321928094887362,10,0.9999999999999999
1217489192,1.0,0,0,-0.0,1,1.0
1219303592,1.0,0,1.0,1.584962500721156,3,1.0
1220513192,1.0000000000000004,0,0.978694472392451,5.40984599361673,174,0.8850574712643682
1221117992,0.9999999999999999,0,1.0,3.321928094887362,10,0.9999999999999999
1221722792,0.9999999999999994,0,0.9893809893809893,5.089552452560672,66,0.954545454545454
1222327592,1.0000000000000007,0.0033783783783783786,0.9824180911963668,5.799202545301914,296,0.9560810810810818
1222932392,0.9999999999999992,0,0.9920745920745919,5.777803463273573,99,0.9898989898989893
1223537192,0.9999999999999996,0,0.9897971921081328,5.551227340949274,121,0.9752066115702476
1224141992,1.0,0,0,-0.0,1,1.0
1224746792,0.9999999999999992,0,0.9766614338042908,4.894347703032475,70,0.8999999999999996
1228980392,1.0,0,0.9999999999999999,3.584962500721156,12,0.9166666666666667
1230189992,1.0000000000000002,0,0.9917355371900827,3.277613436819116,11,1.0000000000000002
1232004392,0.9728506787330303,0.08597285067873303,0.9892396345581169,6.36481355880649,221,0.5067873303167421
1232609192,0.9999999999999994,0,0.9876481208520512,5.749892925854569,284,0.9647887323943657
1233213992,0.9999999999999998,0,0.9843936935203825,5.711715444094272,409,0.9608801955990218
1234423592,1.0,0,0.9845484609079214,5.897706199533416,1414,0.9611032531824611
1235028392,0.993333333333334,0.013333333333333334,0.9945738271604938,6.242622587634288,150,0.7000000000000002
1235633192,1.0000000000000004,0,0.980774161756785,5.565057841224175,293,0.9692832764505123
1236237992,1.0000000000000016,0,0.9903079398202295,6.84217892327258,463,0.8293736501079927
1236842792,0.9999999999999998,0,0.987012987012987,4.294246013232288,33,0.9393939393939392
1237447592,1.0000000000000007,0,0.9887026665804393,6.209812263057239,235,0.906382978723405
1238052392,0.9999999999999997,0,0.9804557984184611,5.660682724595835,317,0.9684542586750786
1238657192,0.9935400516795896,0.020671834625323,0.9894830062105165,7.195913659664704,774,0.8385012919896665
1239261992,1.0000000000000013,0.0008,0.9825525915151515,6.184119553511302,1250,0.958400000000001
1239866792,1.0,0,0.9781078636440725,5.408301260647665,266,0.9624060150375944
1240471592,1.0000000000000018,0,0.9846164419203969,5.958768507736713,501,0.9481037924151714
1241681192,1.0,0,0,-0.0,1,1.0
1242285992,1.0000000000000002,0,0.9273138736527177,4.267210951912222,58,0.9655172413793105
1242890792,1.0,0,0.9912163960606867,3.734521664779752,17,1.0
1244100392,1.0000000000000013,0.033707865168539325,0.9977685488353332,6.197588627571311,89,0.8089887640449449
1244705192,0.9999999999999994,0,0.9936556161200965,4.892407118592879,38,0.9473684210526311
1245309992,0.9736842105263166,0.06140350877192982,0.9932003369457809,6.016929049176554,114,0.5701754385964918
1245914792,1.0000000000000002,0.003278688524590164,0.9858892240840907,6.360586977391768,610,0.9737704918032788
1247124392,0.9999999999999991,0,0.9974747474747474,5.421554168830134,54,0.9074074074074069
1247729192,0.9836065573770497,0.04918032786885246,0.9942219833378124,5.467382214505664,61,0.6229508196721314
1248333992,0.991088601102711,0.04276189255032696,0.9926188172825678,8.743886429105274,15598,0.5923836389280651
